id,gu,resi_y,resi_m,q1,q2,q3,q3_1_1,q3_1_2,q3_1_3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q6,q6_op,q7,q8,q9,q9_1,q9_2,q9_2_op,q3_3_1,q3_3_2,q3_3_3,q3_3_4,q3_3_5,q3_3_6,q3_3_7,q3_3_8,q3_3_9,q3_3_10,q3_3_11,q3_3_12,q3_3_13,q3_3_14,q3_3_15,q3_3_16,q3_3_16_op,q9_4,q9_5,q9_5_op,q10,q10_op,q11_1,q11_1_op,q11_2,q11_2_op,q12,q13,q13_1,q13_2,q14,q14_op,q15,q15_op,q16,q16_op,q17,q17_op,q18,q19,q20,q21_op,dm1,dm2,dm3,dm4,dm5,dm6,dm7,dm8,dm9_1,dm9_2,dm9_3,dm9_4,dm10,dm11,dm12,dm12_op,dm13,dm14,dm14_op,dm15,wg,ws,quarter,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q9_3,q9_6,q9_7,q10_1_1,q10_1_2,q10_1_3,q10_1_4,q10_1_5,q10_1_6,q10_1_7,q10_2_1,q10_2_2,q10_2_3,q10_2_4,q10_2_5,q10_2_6,q10_2_7,q10_3_1,q10_3_2,q10_3_3,q10_3_4,q10_3_5,q10_3_6,q10_3_7,q11,q12_op,q17_1,q17_2,q17_3,q17_4,q17_5,q17_6,q17_7,q17_8,q17_9,q17_10,q17_11,q17_12,q18_1,q18_1_op,q18_2,q18_2_op,q20_1,q20_1_op,q20_2,q20_2_op,q21,q22,q23_1,q23_1_op,q23_2,q23_2_op,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q24_8,q24_9,q24_10,q3_1_1_op,q3_1_2_op,q3_2_1,q3_2_1_op,q3_2_2,q3_2_2_op,q8_1_op,q8_2_op,q8_3_op,q8_4_op,q8_5_op,q8_6_op,q8_7,q8_7_op,q8_8,q8_8_op,q9_1_1,q9_1_2,q9_1_3,q9_1_4,q9_1_5,q9_1_6,q9_1_7,q9_1_8,q9_1_9,q9_2_1,q9_2_2,q9_2_3,q9_2_4,q9_2_5,q9_2_6,q9_2_7,q9_2_8,q9_2_9,q9_3_1,q9_3_2,q9_3_3,q9_3_4,q9_3_5,q9_3_6,q9_3_7,q9_3_8,q9_3_9,q9_4_1,q9_4_2,q9_4_3,q9_4_4,q9_4_5,q9_4_6,q9_4_7,q9_4_8,q9_4_9,q12_1,q12_2_1_1,q12_2_1_1_op,q12_2_1_2,q12_2_1_2_op,q12_2_1_3,q12_2_1_3_op,q12_2_2_1,q12_2_2_1_op,q12_2_2_2,q12_2_2_2_op,q12_2_2_3,q12_2_2_3_op,q13_3,q13_4,q13_5,q13_6,q14_1,q14_1_op,q14_2,q14_2_op,q16_1,q16_2_1,q16_2_1_op,q16_2_2,q18_3,q19_1,q19_1_op,q19_2,q19_2_op,q19_3,q19_3_op,q21_1,q21_1_op,q21_2,q21_2_op,dm8_1,dm8_1_op,dm9,dm9_1_op,wt,q3_1_op,q3_2_op,q8_9,q12_1_1,q12_1_2,q12_2_1,q12_2_2,q17_1_op,q19_4,q19_5,q19_6,q19_7,q19_8,q19_9,q19_10,q19_op,q20_3,q22_1,q23,q24_op,q25,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q26_7,q26_8,q26_9,q26_10,q26_11,q27_1,q27_2,q27_3,q27_4,q27_5,q27_6,q27_7,q27_8,q27_9,q27_op,q27_1_1,q27_1_2,q27_1_3,q27_1_4,q27_1_5,q27_1_6,q27_1_7,q27_1_8,q27_2_1,q27_2_2,q27_2_3,q27_2_4,q27_2_5,q27_2_6,q27_2_7,q27_2_8,q27_2_9,q27_2_op,q28_1,q28_2,q28_3,q28_4,q28_5,q29_1,q29_2,q29_op,q30_1,q30_2,q30_op,dm2_1,dm10_op,dm11_op
406,3,,,1.0,1.0,1.0,,,,5.0,4.0,4.0,4.0,4.0,4.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,청년 지원정책,1.0,,1.0,,2.0,,3.0,3.0,3.0,,5.0,,1.0,,,,,,,,1,25,3.0,5.0,1.0,3.0,1.0,5.0,,,,,3.0,,,,,,,,,,2025_Q1,2.0,1.0,6.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,7.0,,,,,,,,2.0,,2.0,,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,,1025.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,4,,,6.0,6.0,5.0,,,,2.0,5.0,6.0,5.0,6.0,6.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,귀한소식 앞으로 더욱더 기대합니다,3.0,,3.0,,1.0,,2.0,2.0,4.0,,5.0,,1.0,,,,,,,,2,45,5.0,5.0,1.0,3.0,4.0,2.0,,,,,3.0,,,,,,,,,,2025_Q1,2.0,2.0,2.0,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,,,,,,,8.0,,6.0,,2.0,,3.0,2.0,3.0,4.0,,,4.0,,,,,,,,,,,,,,,,,4.0,,4.0,,347.021505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,4,,,6.0,6.0,5.0,5.0,6.0,,2.0,6.0,6.0,6.0,7.0,6.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1인 가구 증가에 따른 지원 확대가 저에게 도움이 됩니다.,2.0,,4.0,,1.0,,1.0,2.0,4.0,,5.0,,1.0,,,,,,,,2,35,5.0,5.0,1.0,3.0,4.0,2.0,,,,,3.0,,,,,,,,,,2025_Q1,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,,,,,,,1.0,,2.0,,9.0,,2.0,2.0,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,,3.0,,3.0,,241.95082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,2,,,6.0,6.0,6.0,3.0,6.0,,2.0,6.0,7.0,6.0,6.0,7.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,지역경제 활성화정책,5.0,,4.0,,2.0,,5.0,4.0,3.0,,3.0,,1.0,,,,,,,,1,31,5.0,5.0,4.0,3.0,6.0,2.0,,,,,1.0,,,,,,,,,,2025_Q1,2.0,4.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,174.668571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1,,,6.0,7.0,6.0,1.0,4.0,,1.0,6.0,7.0,6.0,7.0,6.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,없음,4.0,,5.0,,1.0,,4.0,5.0,2.0,,2.0,,1.0,,,,,,,,2,40,4.0,1.0,4.0,3.0,4.0,3.0,,,,,1.0,,,,,,,,,,2025_Q1,1.0,2.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,,2.0,,3.0,,,,,,,,4.0,4.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,,245.82716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,4,,,5.0,6.0,6.0,3.0,4.0,,2.0,4.0,5.0,6.0,5.0,6.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,없다,4.0,,5.0,,2.0,,4.0,5.0,3.0,,3.0,,1.0,,,,,,,,2,44,3.0,5.0,1.0,3.0,4.0,2.0,,,,,2.0,,,,,,,,,,2025_Q1,4.0,3.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,5.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,347.021505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,2,,,5.0,5.0,6.0,1.0,2.0,,1.0,5.0,5.0,6.0,5.0,5.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3.0,,3.0,,2.0,,3.0,3.0,3.0,,4.0,,2.0,,,,,,,,2,40,5.0,5.0,2.0,1.0,8.0,2.0,,,,,1.0,,,,,,,,,,2025_Q1,2.0,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,,,,,2.0,,,,,,,,,,,,,,,3.0,,1.0,,265.825243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,4,,,6.0,6.0,6.0,3.0,6.0,,3.0,6.0,6.0,5.0,5.0,6.0,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,사업 지원,4.0,,4.0,,2.0,,4.0,4.0,2.0,,2.0,,1.0,,,,,,,,2,33,5.0,5.0,2.0,3.0,4.0,2.0,,,,,1.0,,,,,,,,,,2025_Q1,2.0,2.0,4.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,4.0,5.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,3.0,,1.0,,241.95082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1,,,5.0,6.0,6.0,2.0,7.0,,1.0,6.0,5.0,5.0,5.0,6.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,시민 밀착형 복지에 더 많은 관심이 필요합니다.,3.0,,3.0,,2.0,,3.0,3.0,3.0,,4.0,,2.0,,,,,,,,1,59,6.0,5.0,4.0,1.0,8.0,2.0,,,,,1.0,,,,,,,,,,2025_Q1,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,,,,,2.0,,,,,,,,,,,,,,,3.0,,1.0,,1892.461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,4,,,5.0,5.0,5.0,5.0,2.0,,3.0,5.0,4.0,5.0,4.0,5.0,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,지역화폐 인센티브,3.0,,4.0,,2.0,,3.0,3.0,3.0,,5.0,,1.0,,,,,,,,2,45,6.0,5.0,2.0,3.0,5.0,2.0,,,,,1.0,,,,,,,,,,2025_Q1,4.0,3.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,347.021505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,2,,,6.0,5.0,6.0,1.0,6.0,,3.0,6.0,5.0,5.0,6.0,6.0,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,없어요,5.0,,4.0,,1.0,,2.0,4.0,2.0,,2.0,,1.0,,,,,,,,1,26,5.0,5.0,4.0,3.0,6.0,2.0,,,,,3.0,,,,,,,,,,2025_Q1,2.0,4.0,5.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,,,,,,,1.0,,5.0,,3.0,,3.0,2.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,3.0,,1.0,,1134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,4,,,5.0,5.0,5.0,1.0,4.0,,1.0,5.0,5.0,5.0,5.0,5.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1인가구(청년.장년.노년)에 대한 정책이 많이 필요하다,3.0,,3.0,,2.0,,2.0,2.0,3.0,,3.0,,1.0,,,,,,,,1,61,5.0,3.0,1.0,3.0,4.0,3.0,,,,,2.0,,,,,,,,,,2025_Q1,2.0,3.0,4.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,7.0,,1.0,,3308.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,2,,,4.0,4.0,5.0,4.0,1.0,,2.0,4.0,4.0,4.0,5.0,5.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,새빛돌봄 좋아요,3.0,,3.0,,1.0,,1.0,3.0,2.0,,5.0,,2.0,,,,,,,,2,40,5.0,5.0,3.0,2.0,5.0,2.0,,,,,1.0,,,,,,,,,,2025_Q1,1.0,3.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,,,,4.0,,4.0,,4.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,,,,,,,10.0,,6.0,,3.0,,4.0,3.0,1.0,2.0,7.0,,,,1.0,1.0,,1.0,3.0,1.0,,4.0,,12.0,,4.0,,1.0,,3.0,,1.0,,265.825243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,4,,,5.0,5.0,6.0,2.0,3.0,,3.0,6.0,6.0,7.0,6.0,6.0,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,새빛청년존,4.0,,4.0,,2.0,,3.0,4.0,3.0,,4.0,,1.0,,,,,,,,2,22,5.0,5.0,3.0,3.0,8.0,3.0,,,,,1.0,,,,,,,,,,2025_Q1,1.0,4.0,5.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,668.02439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,4,,,6.0,4.0,6.0,4.0,8.0,,4.0,6.0,6.0,6.0,5.0,6.0,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,없다,4.0,,4.0,,2.0,,5.0,5.0,3.0,,3.0,,1.0,,,,,,,,2,40,5.0,5.0,2.0,3.0,5.0,4.0,,,,,1.0,,,,,,,,,,2025_Q1,3.0,4.0,4.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,347.021505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,2,,,5.0,5.0,5.0,1.0,2.0,,1.0,5.0,6.0,5.0,5.0,5.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,X,3.0,,3.0,,2.0,,3.0,3.0,3.0,,5.0,,2.0,,,,,,,,1,40,5.0,5.0,2.0,1.0,7.0,2.0,,,,,1.0,,,,,,,,,,2025_Q1,2.0,2.0,1.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,,,,,2.0,,,,,,,,,,,,,,,3.0,,1.0,,352.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,4,,,3.0,4.0,5.0,3.0,1.0,,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,없음,1.0,,1.0,,1.0,,2.0,2.0,5.0,,5.0,,2.0,,,,,,,,2,38,4.0,5.0,4.0,2.0,7.0,7.0,,,,,1.0,,,,,,,,,,2025_Q1,5.0,3.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,3.0,5.0,2.0,5.0,4.0,3.0,,,,5.0,,5.0,,3.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,모르겠다,,,,,,3.0,,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,,,,,,,1.0,,2.0,,3.0,,2.0,2.0,2.0,2.0,,,4.0,,1.0,1.0,,1.0,6.0,11.0,,10.0,,14.0,,1.0,,5.0,,,,1.0,,241.95082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,2,,,5.0,4.0,5.0,1.0,4.0,,1.0,4.0,4.0,5.0,5.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,그나마 된다면 1인가구,4.0,,4.0,,2.0,,1.0,3.0,3.0,,5.0,,1.0,,,,,,,,2,29,4.0,3.0,2.0,3.0,1.0,5.0,,,,,1.0,,,,,,,,,,2025_Q1,1.0,3.0,5.0,4.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,1.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,5.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,370.484848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,1,,,6.0,5.0,6.0,2.0,1.0,,2.0,3.0,4.0,5.0,4.0,4.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,없다,3.0,,4.0,,2.0,,2.0,2.0,2.0,,3.0,,1.0,,,,,,,,1,39,5.0,5.0,3.0,1.0,4.0,7.0,,,,,2.0,,,,,,,,,,2025_Q1,3.0,2.0,4.0,2.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,184.705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2,,,4.0,5.0,3.0,,,,3.0,2.0,4.0,3.0,3.0,5.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,수원페이 명절 이벤트,3.0,,3.0,,2.0,,3.0,3.0,2.0,,2.0,,2.0,,,,,,,,1,45,6.0,5.0,2.0,1.0,8.0,2.0,,,,,1.0,,,,,,,,,,2025_Q1,5.0,3.0,6.0,5.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,없음,,,없음,,없음,5.0,없음,3.0,,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,8.0,정권교체,,,2.0,,,,,,,,,,,,,,,3.0,,1.0,,352.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
